PredictionString,image_id
4 0.8935194611549377 209.01275634765625 320.64263916015625 647.9281005859375 477.48675537109375 7 0.4083959758281708 0.0 835.6993408203125 439.0417785644531 1024.0 7 0.26227137446403503 201.3562469482422 865.498779296875 418.51141357421875 1022.95166015625 ,test/0010.jpg
5 0.9269394278526306 803.7213134765625 261.37982177734375 1002.0008544921875 405.60443115234375 5 0.8418018221855164 677.8277587890625 415.69012451171875 886.2291259765625 569.0210571289062 5 0.8376543521881104 613.1178588867188 308.1627197265625 778.8839721679688 469.81005859375 6 0.8272280693054199 0.0 164.12681579589844 546.987060546875 664.2515869140625 5 0.8017989993095398 707.9264526367188 324.5942077636719 915.7058715820312 472.4329528808594 1 0.5848047137260437 474.26593017578125 152.5738525390625 682.7981567382812 307.15277099609375 5 0.39462748169898987 59.34149169921875 625.02294921875 834.232666015625 1022.9488525390625 5 0.39422017335891724 473.0395812988281 251.57611083984375 1013.186279296875 716.8589477539062 0 0.3770923316478729 475.34906005859375 152.1253662109375 685.3860473632812 307.3604736328125 6 0.32871732115745544 68.568115234375 342.6971435546875 519.6959228515625 649.4328002929688 7 0.3017604649066925 468.5858459472656 111.67263793945312 774.8948974609375 338.5557556152344 4 0.2853662967681885 419.6055908203125 826.091552734375 536.8670654296875 1023.865234375 7 0.28120970726013184 601.71875 241.84226989746094 773.794921875 329.55517578125 ,test/0011.jpg
0 0.9066964983940125 292.14361572265625 407.16815185546875 551.6575317382812 795.0802612304688 ,test/0012.jpg
1 0.6408773064613342 456.8375244140625 307.7003173828125 866.2196044921875 641.8433837890625 1 0.494744211435318 232.666748046875 484.4067077636719 522.175048828125 778.571533203125 1 0.4269670844078064 422.01373291015625 616.282958984375 496.14031982421875 728.305419921875 1 0.39610376954078674 261.4228820800781 384.6977233886719 481.6518249511719 479.4539489746094 1 0.36985522508621216 217.4877471923828 325.07470703125 563.0277709960938 632.891845703125 1 0.34970980882644653 277.9500732421875 313.7080078125 865.435546875 638.8380126953125 1 0.3028052747249603 488.9273681640625 637.3211669921875 547.4090576171875 674.39404296875 1 0.296562135219574 209.813232421875 465.97998046875 486.00048828125 510.09765625 1 0.2832455337047577 188.44027709960938 391.45062255859375 280.9800720214844 482.00225830078125 1 0.2519770562648773 234.26747131347656 670.3909301757812 525.4407958984375 805.1813354492188 ,test/0013.jpg
7 0.8303751349449158 5.604644775390625 122.65481567382812 449.61590576171875 339.2381286621094 7 0.6415812373161316 0.0 239.10919189453125 840.9503173828125 866.2075805664062 0 0.3619684875011444 164.8834686279297 153.59210205078125 253.8929901123047 281.6383972167969 ,test/0014.jpg
7 0.9148417711257935 299.8848876953125 222.5977783203125 795.867919921875 821.1156005859375 ,test/0015.jpg
2 0.9201703667640686 306.08587646484375 380.1622314453125 699.3019409179688 752.1785888671875 ,test/0016.jpg
5 0.5392341613769531 60.19207763671875 46.6998291015625 597.0667724609375 874.6085205078125 ,test/0017.jpg
0 0.7952175140380859 334.91046142578125 226.78025817871094 527.1915893554688 339.7003173828125 6 0.7371670007705688 151.9564208984375 153.56536865234375 946.6568603515625 804.2251586914062 0 0.7353284358978271 606.0496826171875 357.71826171875 763.7569580078125 492.85784912109375 6 0.673242449760437 401.0279235839844 150.3173828125 973.0399169921875 817.0908203125 6 0.5119272470474243 350.1107177734375 310.8973693847656 966.590087890625 825.1058349609375 6 0.466678261756897 159.34788513183594 142.63282775878906 609.190673828125 432.3978271484375 0 0.42096465826034546 448.42236328125 394.24639892578125 747.04443359375 621.6305541992188 0 0.36277738213539124 321.64556884765625 207.8823699951172 629.7799682617188 346.72894287109375 ,test/0018.jpg
6 0.9629515409469604 629.3431396484375 50.14849853515625 861.7943115234375 336.14910888671875 6 0.9489284157752991 477.79510498046875 124.64492797851562 710.5161743164062 380.40667724609375 1 0.9461711049079895 339.24920654296875 411.3419189453125 537.3320922851562 660.7060546875 1 0.936424195766449 457.7244873046875 246.06524658203125 765.6429443359375 651.5647583007812 0 0.9356500506401062 577.6497802734375 331.7115478515625 717.1036376953125 456.8594970703125 1 0.9081889390945435 543.393310546875 699.3743896484375 700.73681640625 776.9503173828125 1 0.9050523638725281 748.6351318359375 140.533447265625 980.431884765625 474.7060546875 1 0.9036075472831726 353.478515625 564.439697265625 563.936767578125 805.5113525390625 1 0.8746636509895325 746.110107421875 391.76751708984375 945.828369140625 518.0635986328125 1 0.8183460235595703 689.6231689453125 780.2607421875 877.7154541015625 841.1435546875 1 0.8099615573883057 661.58447265625 582.3331298828125 961.502685546875 826.3885498046875 1 0.7738559246063232 739.7794189453125 446.3140563964844 966.7667236328125 613.1297607421875 1 0.7608337998390198 859.762939453125 100.52486419677734 981.74267578125 221.44442749023438 1 0.7107024192810059 0.0 474.939208984375 212.2542724609375 623.7825927734375 1 0.7091076374053955 203.27484130859375 431.41754150390625 301.92236328125 530.48291015625 0 0.7076399326324463 892.99755859375 124.07115173339844 935.929443359375 189.0325469970703 1 0.6703757047653198 208.37899780273438 482.97088623046875 333.8845520019531 738.8328247070312 1 0.6660795211791992 706.6942138671875 566.856689453125 950.4886474609375 670.47509765625 7 0.6539163589477539 202.46331787109375 431.87445068359375 301.57818603515625 528.9086303710938 1 0.638097882270813 360.34271240234375 830.658203125 532.0409545898438 951.3192138671875 1 0.6273473501205444 0.0 741.617431640625 103.01073455810547 949.896240234375 1 0.5665597319602966 0.0 562.7218017578125 126.46898651123047 762.2091064453125 1 0.5349338054656982 665.151123046875 769.303466796875 940.158203125 935.77685546875 1 0.5333917737007141 108.60980987548828 627.57958984375 203.216796875 724.4017333984375 1 0.530600905418396 551.038330078125 573.9977416992188 752.651123046875 666.5172729492188 1 0.4803948700428009 377.77825927734375 796.724609375 493.67340087890625 829.6527099609375 1 0.48030635714530945 547.7968139648438 731.5101318359375 698.4732055664062 803.8060302734375 0 0.46211743354797363 251.06565856933594 698.506591796875 286.8284912109375 737.26953125 1 0.4583226442337036 131.63751220703125 620.047607421875 352.9288024902344 898.20947265625 1 0.44787389039993286 88.27067565917969 529.2940673828125 212.68919372558594 641.1578369140625 1 0.4415096938610077 0.0 587.2832641601562 83.79696655273438 654.6622924804688 1 0.4141013026237488 0.0 535.449951171875 216.26063537597656 761.7452392578125 1 0.40344130992889404 0.0 512.2898559570312 210.3787841796875 641.8142700195312 1 0.37599754333496094 99.03438568115234 485.48699951171875 332.4847106933594 738.3810424804688 1 0.37182602286338806 546.0533447265625 647.1426391601562 712.9068603515625 735.5193481445312 5 0.36963409185409546 137.3387451171875 832.33740234375 361.59783935546875 987.4345703125 1 0.36626261472702026 522.8196411132812 726.07080078125 694.1603393554688 867.92431640625 1 0.3651893436908722 663.112548828125 601.1788940429688 943.433837890625 935.8126831054688 1 0.3601619303226471 349.00390625 757.8431396484375 533.213134765625 863.4403076171875 1 0.3217785656452179 16.89191436767578 588.91015625 75.32585144042969 643.763916015625 1 0.31839191913604736 940.5032958984375 244.97064208984375 1023.5133056640625 798.3866577148438 1 0.31757545471191406 138.92340087890625 779.4976806640625 248.34954833984375 801.1319580078125 1 0.3170062303543091 353.11676025390625 896.46044921875 533.42529296875 1019.382080078125 1 0.3128233253955841 122.59101104736328 625.36328125 353.00396728515625 789.1005859375 1 0.31047528982162476 139.69021606445312 628.8189086914062 201.35006713867188 681.4821166992188 1 0.28761574625968933 89.45468139648438 793.3292236328125 149.85641479492188 843.1595458984375 1 0.2798967957496643 550.3023071289062 617.2841796875 709.9280395507812 672.4091796875 1 0.2788810133934021 179.60903930664062 712.4451293945312 333.2073059082031 781.3914184570312 1 0.2600288987159729 708.540283203125 568.5382080078125 755.2657470703125 632.0269775390625 1 0.2596323788166046 0.0 525.1074829101562 207.68209838867188 617.9813842773438 1 0.2516784369945526 118.20014190673828 706.5809326171875 322.31353759765625 790.82177734375 ,test/0019.jpg
0 0.8751170635223389 435.7057189941406 345.0828857421875 646.9744873046875 671.29541015625 ,test/0020.jpg
1 0.8202999830245972 370.4720458984375 237.4254150390625 630.7635498046875 795.5985107421875 1 0.49339425563812256 474.09466552734375 234.789794921875 629.2355346679688 570.6224365234375 ,test/0021.jpg
0 0.5485497117042542 7.0838623046875 429.71490478515625 839.4971923828125 865.1935424804688 6 0.43364861607551575 942.9119873046875 923.05078125 1024.0 1024.0 0 0.4190337359905243 45.6474609375 421.29443359375 870.4327392578125 1010.0028076171875 7 0.4012828767299652 217.4942626953125 425.0331115722656 1024.0 863.8375244140625 ,test/0022.jpg
5 0.4951893091201782 562.5840454101562 382.7325439453125 741.8593139648438 671.6195068359375 3 0.4171425402164459 307.2022705078125 473.4470520019531 540.8167114257812 819.747314453125 3 0.2940065860748291 298.17852783203125 362.6603698730469 727.4159545898438 819.27685546875 ,test/0023.jpg
7 0.8448053002357483 0.226470947265625 0.0 467.9141845703125 677.892822265625 7 0.7640756964683533 428.032470703125 0.0 1023.84619140625 490.7502136230469 0 0.6684234738349915 328.9556884765625 322.763427734375 604.1622314453125 637.1099853515625 7 0.45662814378738403 178.24444580078125 28.709609985351562 297.67730712890625 137.64340209960938 ,test/0024.jpg
0 0.9040399193763733 254.2919921875 554.6842041015625 629.8672485351562 770.2344970703125 ,test/0025.jpg
4 0.9178955554962158 578.240966796875 399.03546142578125 690.3558349609375 620.3032836914062 4 0.2970852255821228 540.102783203125 479.61260986328125 594.8994140625 602.8386840820312 ,test/0026.jpg
7 0.9571906328201294 546.974609375 444.62420654296875 968.224365234375 752.1173706054688 7 0.9232922792434692 95.06036376953125 410.5829162597656 571.117431640625 681.3236083984375 2 0.5661227703094482 664.177490234375 58.76361083984375 746.3427734375 159.2324676513672 3 0.560194730758667 85.9501953125 149.4993896484375 395.7738037109375 339.85369873046875 1 0.27718743681907654 606.55126953125 26.267181396484375 1024.0 376.7343444824219 ,test/0027.jpg
7 0.9530481696128845 460.83795166015625 481.4125061035156 704.7743530273438 703.9691162109375 ,test/0028.jpg
7 0.9338579773902893 265.86376953125 499.9680480957031 761.6224365234375 845.4658203125 1 0.6115857362747192 193.5489959716797 439.5672607421875 419.34112548828125 629.6943359375 ,test/0029.jpg
7 0.7762943506240845 207.4798583984375 387.4057312011719 751.42529296875 709.330322265625 0 0.2746269404888153 0.31989288330078125 56.136749267578125 99.28154754638672 126.08584594726562 ,test/0030.jpg
0 0.5855358839035034 425.40130615234375 419.3824462890625 754.4165649414062 827.847412109375 ,test/0031.jpg
7 0.952596127986908 699.50927734375 141.4659423828125 889.26708984375 333.51922607421875 1 0.8736257553100586 286.7447509765625 287.4891357421875 544.271240234375 516.0819091796875 3 0.8537681698799133 843.7442626953125 398.74176025390625 956.801025390625 657.0624389648438 1 0.826629638671875 200.66778564453125 423.9659118652344 536.9219360351562 739.8087158203125 1 0.680968701839447 243.29063415527344 594.9420166015625 522.9637451171875 815.1180419921875 7 0.6489514112472534 284.7659912109375 673.955322265625 418.0821533203125 724.4727783203125 1 0.6028589606285095 186.72055053710938 305.817626953125 292.2198181152344 470.3643798828125 1 0.5269685983657837 241.46124267578125 447.5721740722656 523.4549560546875 814.9088134765625 1 0.5156715512275696 285.800537109375 675.0052490234375 418.15362548828125 725.5660400390625 1 0.5068064332008362 208.3851318359375 302.1776123046875 611.7206420898438 738.28173828125 0 0.41364553570747375 285.5589599609375 428.1099853515625 508.06951904296875 523.309814453125 1 0.2880089581012726 515.3272705078125 423.21484375 609.0255126953125 586.1944580078125 ,test/0032.jpg
3 0.8969119787216187 254.95668029785156 496.5433044433594 722.0107421875 739.9515380859375 ,test/0033.jpg
0 0.6140740513801575 516.5047607421875 636.693359375 681.8223876953125 816.802001953125 1 0.28757423162460327 186.14031982421875 319.4507141113281 1001.7612915039062 824.9140625 ,test/0034.jpg
7 0.9631479382514954 307.16748046875 213.84918212890625 594.0833740234375 561.4805297851562 7 0.9472363591194153 551.8311767578125 339.693359375 744.4683837890625 547.9197387695312 5 0.8541858196258545 687.7061767578125 298.43902587890625 938.7186279296875 453.77008056640625 5 0.8013243675231934 923.81005859375 449.802734375 1024.0 554.8538818359375 5 0.6939384341239929 688.6978759765625 145.96475219726562 945.983154296875 312.4858093261719 7 0.6350135803222656 0.32244873046875 0.071197509765625 649.2495727539062 136.78689575195312 5 0.47188600897789 685.6775512695312 465.14263916015625 924.5697631835938 552.9057006835938 5 0.46705734729766846 340.889892578125 869.6654052734375 385.4002685546875 922.5933837890625 2 0.42733556032180786 688.5300903320312 146.54351806640625 946.7418823242188 315.15069580078125 7 0.3423179090023041 1007.504150390625 362.4267578125 1024.0 420.17578125 ,test/0035.jpg
5 0.6982937455177307 53.39263916015625 129.13671875 858.5855712890625 863.8204345703125 5 0.3688806891441345 199.7144775390625 0.0 665.6829833984375 70.02609252929688 5 0.33775877952575684 381.60809326171875 130.91363525390625 934.7511596679688 872.2927856445312 ,test/0036.jpg
9 0.8455725908279419 231.60504150390625 356.06646728515625 781.6570434570312 720.0641479492188 ,test/0037.jpg
3 0.5977259278297424 110.90972900390625 497.86529541015625 808.1437377929688 983.9861450195312 7 0.5276972055435181 253.839111328125 519.560791015625 778.784912109375 896.8978271484375 5 0.5146481990814209 286.5182800292969 203.3636474609375 742.364013671875 516.0457153320312 5 0.33531272411346436 130.80596923828125 448.0312194824219 822.7486572265625 990.74267578125 5 0.2957690358161926 636.0660400390625 0.0 906.297119140625 242.57855224609375 0 0.2914324402809143 293.94305419921875 0.452484130859375 412.54595947265625 290.93572998046875 0 0.28217408061027527 20.414794921875 78.5438232421875 373.6623840332031 944.25244140625 ,test/0038.jpg
7 0.7836855053901672 509.697509765625 0.0405120849609375 1024.0 206.80726623535156 5 0.7323896288871765 238.6580810546875 253.5673828125 867.104736328125 959.839599609375 5 0.36354780197143555 98.64698791503906 141.22799682617188 232.7505645751953 201.73709106445312 7 0.25143709778785706 0.0 193.53900146484375 269.61016845703125 1019.0239868164062 ,test/0039.jpg
1 0.5119977593421936 380.489013671875 437.11260986328125 719.5672607421875 769.9669799804688 5 0.4969636797904968 110.4776611328125 127.1759033203125 825.769287109375 766.2127685546875 5 0.45779949426651 4.0894775390625 102.5853271484375 375.555908203125 747.7742919921875 5 0.29511168599128723 335.2545166015625 203.2178955078125 699.462646484375 784.748291015625 5 0.2768545150756836 311.8753662109375 192.5531005859375 876.73779296875 794.7161865234375 ,test/0040.jpg
9 0.9652129411697388 518.06396484375 620.5426025390625 879.46240234375 984.55126953125 9 0.7409039735794067 96.32421875 342.3291931152344 532.8526611328125 947.8299560546875 ,test/0041.jpg
1 0.7821427583694458 0.0 681.1282958984375 237.9840087890625 1024.0 1 0.49221259355545044 110.077392578125 140.12631225585938 932.0299072265625 964.4168701171875 1 0.3415728211402893 191.05084228515625 133.644287109375 775.6257934570312 926.8248291015625 7 0.29591307044029236 487.0433349609375 112.17987060546875 997.0506591796875 884.0764770507812 ,test/0042.jpg
3 0.7869755625724792 287.32330322265625 205.31488037109375 790.9645385742188 712.0164794921875 2 0.4915543496608734 286.4458923339844 207.53453063964844 792.3736572265625 694.1192626953125 ,test/0043.jpg
7 0.49892497062683105 288.568115234375 569.1107177734375 745.79931640625 741.2413330078125 ,test/0044.jpg
7 0.8975069522857666 411.3248291015625 257.26263427734375 956.5908203125 882.7196655273438 7 0.8862037658691406 163.23561096191406 310.5970458984375 512.2545166015625 801.2525634765625 7 0.8360064029693604 279.88494873046875 105.82614135742188 478.07818603515625 357.96484375 7 0.6653628945350647 30.208038330078125 20.67425537109375 373.7627868652344 623.4158935546875 7 0.447704553604126 461.645751953125 283.36309814453125 518.937255859375 396.778076171875 9 0.3044683635234833 433.2329406738281 0.0477142333984375 1005.85595703125 54.78438186645508 7 0.30094075202941895 374.95068359375 68.53756713867188 438.3233642578125 126.03938293457031 ,test/0045.jpg
7 0.9644283056259155 503.7230224609375 529.696044921875 741.817138671875 805.4844970703125 7 0.959313690662384 631.5916748046875 489.45794677734375 816.18505859375 690.9723510742188 7 0.9393166899681091 156.48036193847656 449.80206298828125 443.34423828125 653.6307983398438 7 0.9322724342346191 241.38531494140625 520.50537109375 555.122314453125 778.30859375 7 0.9222419857978821 570.7601318359375 415.31689453125 747.079833984375 581.88037109375 7 0.904267430305481 421.70556640625 424.1051025390625 532.0449829101562 522.549560546875 7 0.7285369038581848 505.86505126953125 430.04217529296875 576.9391479492188 483.8389892578125 1 0.6179039478302002 485.2776794433594 210.33766174316406 910.6343994140625 509.8017578125 5 0.2721107602119446 0.0 0.0 390.5782775878906 240.02650451660156 ,test/0046.jpg
0 0.9521499872207642 160.16253662109375 223.30532836914062 564.179931640625 832.7281494140625 0 0.4666465222835541 158.35382080078125 315.2696838378906 815.0281372070312 822.6341552734375 ,test/0047.jpg
1 0.7789158225059509 54.52012634277344 400.2647705078125 536.6973876953125 843.5340576171875 1 0.5429191589355469 21.58294677734375 30.0863037109375 548.6967163085938 828.5113525390625 ,test/0048.jpg
0 0.5875416994094849 208.18894958496094 193.27301025390625 653.3094482421875 916.3209838867188 1 0.4366814196109772 207.89454650878906 193.485107421875 670.282470703125 914.90234375 ,test/0049.jpg
7 0.6599827408790588 401.6719970703125 134.6614990234375 849.8419189453125 742.6798095703125 7 0.5022503137588501 403.00860595703125 137.48199462890625 662.7722778320312 742.0958862304688 ,test/0050.jpg
1 0.9494657516479492 135.41708374023438 814.466796875 346.9916687011719 942.96044921875 6 0.9395046830177307 473.3658447265625 535.228515625 776.8839111328125 671.517333984375 6 0.9375795722007751 471.024169921875 395.936767578125 769.673095703125 599.06591796875 6 0.9358245730400085 78.42709350585938 476.74359130859375 281.0998229980469 636.8582153320312 6 0.9266312122344971 412.57708740234375 606.07275390625 646.6360473632812 772.6151123046875 6 0.9108364582061768 340.16241455078125 451.20037841796875 493.32110595703125 626.4464721679688 5 0.5350924730300903 280.4432373046875 565.968505859375 383.074462890625 664.010498046875 0 0.4165136516094208 149.1819610595703 852.0089721679688 240.13169860839844 911.0537719726562 6 0.2855561673641205 438.6922912597656 455.7255859375 496.9125671386719 555.2916259765625 6 0.25056809186935425 238.4198455810547 477.22515869140625 398.10516357421875 574.8240356445312 ,test/0051.jpg
1 0.5045174360275269 1.05084228515625 0.921875 350.0201110839844 769.2193603515625 ,test/0052.jpg
0 0.5159733891487122 321.158447265625 157.5504150390625 773.903564453125 834.6270751953125 ,test/0053.jpg
0 0.9417173266410828 359.0414733886719 261.43896484375 704.412841796875 625.1431274414062 ,test/0054.jpg
2 0.9574185013771057 408.1500549316406 440.45843505859375 715.6004638671875 688.5551147460938 ,test/0055.jpg
6 0.580560028553009 423.272216796875 369.6256103515625 734.763427734375 602.31494140625 ,test/0056.jpg
0 0.8156652450561523 209.5767822265625 755.715576171875 326.59503173828125 824.0166015625 1 0.7603800296783447 109.6495361328125 354.5003967285156 682.270263671875 982.7567138671875 1 0.5058152675628662 16.6680908203125 770.16796875 692.0995483398438 1024.0 1 0.47223231196403503 879.637939453125 72.78033447265625 1024.0 785.0172729492188 1 0.4612453281879425 879.0435791015625 362.37884521484375 1024.0 776.8338012695312 1 0.2783411741256714 6.9920654296875 644.353759765625 670.8294067382812 1024.0 1 0.265910267829895 0.0 349.1775207519531 732.558349609375 1024.0 0 0.26355108618736267 587.505126953125 961.5322265625 636.21044921875 1023.8173828125 ,test/0057.jpg
5 0.9618346095085144 366.0001525878906 255.19683837890625 664.2762451171875 448.56561279296875 2 0.8839103579521179 389.2562561035156 396.6507568359375 643.5084228515625 571.29638671875 1 0.7730260491371155 390.8354187011719 393.63531494140625 637.923095703125 544.1246337890625 ,test/0058.jpg
5 0.8432636260986328 702.2789306640625 324.60894775390625 851.9427490234375 433.25189208984375 5 0.8324823379516602 332.911865234375 204.40892028808594 727.91943359375 341.3175048828125 0 0.7185571789741516 281.12115478515625 434.1478271484375 471.55096435546875 563.2543334960938 5 0.706406831741333 385.4416809082031 315.1607666015625 843.008056640625 500.0211181640625 2 0.7032220363616943 111.06739044189453 333.43438720703125 359.762451171875 555.3327026367188 1 0.3895876109600067 590.608642578125 285.92901611328125 750.9833984375 380.33477783203125 0 0.37743398547172546 247.47393798828125 434.72540283203125 546.2191162109375 565.4370727539062 2 0.35887080430984497 385.66192626953125 315.35040283203125 828.6508178710938 500.66424560546875 1 0.35195180773735046 57.000244140625 0.0 518.8094482421875 318.706787109375 0 0.3030988872051239 534.05224609375 491.125 670.4732666015625 539.130126953125 0 0.2617844045162201 66.478759765625 199.596923828125 883.897705078125 1024.0 ,test/0059.jpg
